posicion,sufijo,descripcion
0101.29.00.940,NA01,DE EDAD INFERIOR A DOS Aï¿½OS.
0101.29.00.940,NA02,DE EDAD SUPERIOR O IGUAL A DOS Aï¿½OS PERO INFERIOR A TRES Aï¿½OS.
0101.29.00.940,NA03,DE EDAD SUPERIOR O IGUAL A TRES Aï¿½OS PERO INFERIOR A CUATRO Aï¿½OS.
0101.29.00.940,NA04,DE EDAD SUPERIOR O IGUAL A CUATRO Aï¿½OS PERO INFERIOR A CINCO Aï¿½OS.
0101.29.00.940,NA05,DE EDAD SUPERIOR O IGUAL A CINCO Aï¿½OS PERO INFERIOR A SEIS Aï¿½OS.
0101.29.00.940,NA06,DE EDAD SUPERIOR O IGUAL A SEIS Aï¿½OS PERO INFERIOR A SIETE Aï¿½OS.
0101.29.00.940,NA07,DE EDAD SUPERIOR O IGUAL A SIETE Aï¿½OS PERO INFERIOR A OCHO Aï¿½OS.
0101.29.00.940,NA08,DE EDAD SUPERIOR O IGUAL A OCHO Aï¿½OS PERO INFERIOR A NUEVE Aï¿½OS.
0101.29.00.940,NA09,DE EDAD SUPERIOR O IGUAL A NUEVE Aï¿½OS PERO INFERIOR A DIEZ Aï¿½OS.
0101.29.00.940,NB01,MACHOS.
0101.29.00.990,AV,NOMBRE
0101.29.00.990,NA01,DE EDAD INFERIOR A DOS Aï¿½OS.
0101.29.00.990,NA02,DE EDAD SUPERIOR O IGUAL A DOS Aï¿½OS PERO INFERIOR A TRES Aï¿½OS.
0101.29.00.990,NA03,DE EDAD SUPERIOR O IGUAL A TRES Aï¿½OS PERO INFERIOR A CUATRO Aï¿½OS.
0101.29.00.990,NA04,DE EDAD SUPERIOR O IGUAL A CUATRO Aï¿½OS PERO INFERIOR A CINCO Aï¿½OS.
0101.29.00.990,NA05,DE EDAD SUPERIOR O IGUAL A CINCO Aï¿½OS PERO INFERIOR A SEIS Aï¿½OS.
0101.29.00.990,NA06,DE EDAD SUPERIOR O IGUAL A SEIS Aï¿½OS PERO INFERIOR A SIETE Aï¿½OS.
0101.29.00.990,NA07,DE EDAD SUPERIOR O IGUAL A SIETE Aï¿½OS PERO INFERIOR A OCHO Aï¿½OS.
0101.29.00.990,NA08,DE EDAD SUPERIOR O IGUAL A OCHO Aï¿½OS PERO INFERIOR A NUEVE Aï¿½OS.
0101.29.00.990,NA09,DE EDAD SUPERIOR O IGUAL A NUEVE Aï¿½OS PERO INFERIOR A DIEZ Aï¿½OS.
0101.29.00.990,NB01,MACHOS.
0102.29,SA01,PUROS POR CRUZA.
0102.29.90.110,NA01,RAZA PURA.
0102.29.90.110,ZA,PESO EN kg.
0102.29.90.120,NA01,RAZA PURA.
0102.29.90.120,ZA,PESO EN kg.
0102.29.90.130,NA01,RAZA PURA.
0102.29.90.130,ZA,PESO EN kg.
0102.29.90.190,NA01,RAZA PURA.
0102.29.90.190,ZA,PESO EN kg.
0102.29.90.910,NA01,RAZA PURA.
0102.29.90.920,NA01,RAZA PURA.
0102.29.90.930,NA01,RAZA PURA.
0102.29.90.990,NA01,RAZA PURA.
0102.39,SA01,PUROS POR CRUZA.
0102.90.00.000,NA01,PUROS POR CRUZA.
0103.91.00.110,NA01,CASTRADOS.
0103.91.00.110,ZA,PESO EN kg.
0103.91.00.910,NA01,CASTRADOS.
0103.91.00.910,ZA,PESO EN kg.
0103.92.00.110,NA01,CASTRADOS.
0103.92.00.110,ZA,PESO EN kg.
0103.92.00.910,NA01,CASTRADOS.
0103.92.00.910,ZA,PESO EN kg.
0104.10,SA01,CORRIEDALE.
0104.10,SA02,LINCOLN.
0104.10,SA03,ROMEY HARSH.
0104.10,SA04,CRIOLLA.
0104.10,SA05,KARAKUL.
0104.10.90.100,ZA,PESO EN kg.
0104.10.90.900,NA01,LECHEROS.
0104.20,SA01,ANGORA.
0104.20,SA02,ALPINO FRANCESA.
0104.20,SA03,SUDANESA.
0104.20,SA04,ANGLONUBIA.
0104.20.90.100,ZA,PESO EN kg.
0104.20.90.900,NA01,LECHEROS.
0106.19.00.210,NA01,DE CRIADERO.
0106.19.00.210,NA02,SILVESTRE.
0106.19.00.220,NA01,DE CRIADERO.
0106.19.00.220,NA02,SILVESTRE.
0106.19.00.230,NA01,DE CRIADERO.
0106.19.00.230,NA02,SILVESTRE.
0106.19.00.240,NA01,DE CRIADERO.
0106.19.00.240,NA02,SILVESTRE.
0106.19.00.290,NA01,DE CRIADERO.
0106.19.00.290,NA02,SILVESTRE.
0106.20.00.100,NA01,DE CRIADERO.
0106.20.00.100,NA02,SILVESTRE.
0106.20.00.900,NA01,DE CRIADERO.
0106.20.00.900,NA02,SILVESTRE.
02,AA,MARCA
02.01,PC01,MADURADO.
02.02,PC01,MADURADO.
02.02,PD01,SUPERCONGELADO.
02.06,PA01,FAENA KOSHER.
02.08,PA01,CONGELADOS.
02.08,PB01,SIN HUESO.
02.10,PA01,SALADOS.
02.10,PA02,AHUMADOS.
0201.30.00.811,NA01,ENVASADO AL VACIO.
0201.30.00.812,NA01,ENVASADO AL VACIO.
0201.30.00.813,NA01,ENVASADO AL VACIO.
0201.30.00.814,NA01,ENVASADO AL VACIO.
0201.30.00.815,NA01,ENVASADO AL VACIO.
0201.30.00.816,NA01,ENVASADO AL VACIO.
0201.30.00.817,NA01,ENVASADO AL VACIO.
0201.30.00.818,NA01,ENVASADO AL VACIO.
0201.30.00.819,NA01,ENVASADO AL VACIO.
0201.30.00.821,NA01,ENVASADO AL VACIO.
0201.30.00.822,NA01,ENVASADO AL VACIO.
0201.30.00.823,NA01,ENVASADO AL VACIO.
0201.30.00.824,NA01,ENVASADO AL VACIO.
0201.30.00.825,NA01,ENVASADO AL VACIO.
0201.30.00.826,NA01,ENVASADO AL VACIO.
0201.30.00.827,NA01,ENVASADO AL VACIO.
0201.30.00.828,NA01,ENVASADO AL VACIO.
0201.30.00.831,NA01,ENVASADO AL VACIO.
0201.30.00.832,NA01,ENVASADO AL VACIO.
0201.30.00.833,NA01,ENVASADO AL VACIO.
0201.30.00.834,NA01,ENVASADO AL VACIO.
0201.30.00.835,NA01,ENVASADO AL VACIO.
0201.30.00.836,NA01,ENVASADO AL VACIO.
0201.30.00.837,NA01,ENVASADO AL VACIO.
0201.30.00.841,NA01,ENVASADO AL VACIO.
0201.30.00.842,NA01,ENVASADO AL VACIO.
0201.30.00.843,NA01,ENVASADO AL VACIO.
0201.30.00.844,NA01,ENVASADO AL VACIO.
0201.30.00.845,NA01,ENVASADO AL VACIO.
0201.30.00.846,NA01,ENVASADO AL VACIO.
0201.30.00.847,NA01,ENVASADO AL VACIO.
0201.30.00.851,NA01,ENVASADO AL VACIO.
0201.30.00.852,NA01,ENVASADO AL VACIO.
0201.30.00.853,NA01,ENVASADO AL VACIO.
0201.30.00.854,NA01,ENVASADO AL VACIO.
0201.30.00.855,NA01,ENVASADO AL VACIO.
0201.30.00.856,NA01,ENVASADO AL VACIO.
0201.30.00.861,NA01,ENVASADO AL VACIO.
0201.30.00.862,NA01,ENVASADO AL VACIO.
0201.30.00.862,NB01,"BIFE ANGOSTO, LOMO Y CUADRIL"
0201.30.00.869,NA01,ENVASADO AL VACIO.
0201.30.00.870,NA01,ENVASADO AL VACIO.
0201.30.00.891,NA01,ENVASADO AL VACIO.
0201.30.00.892,NA01,ENVASADO AL VACIO.
0201.30.00.893,NA01,ENVASADO AL VACIO.
0201.30.00.894,NA01,ENVASADO AL VACIO.
0201.30.00.895,NA01,ENVASADO AL VACIO.
0202.20.90.920,NA01,Hueso de Pierna (Leg Bone)
0202.20.90.920,NA02,Hueso de Cadera (Hip Bone)
0202.20.90.920,NA03,Hueso Pluma (Feather Bone)
0202.20.90.920,NA04,Hueso Lumbar/ de Bife Angosto (Lumbar Bone)
0202.20.90.920,NA05,Hueso de Pecho (Brisket Bone)
0202.20.90.920,NA06,Hueso de Cogote (Neck Bone)
0202.20.90.920,NA07,Hueso de  Bife Ancho (Cube Roll Bone)
0202.20.90.920,NA08,Hueso de Aguja (Chuck Bone)
0202.20.90.920,NA09,Hueso de Rodilla (Knee Bone)
0202.30.00.811,NA01,ENVASADO EN BLOCK.
0202.30.00.811,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.812,NA01,ENVASADO EN BLOCK.
0202.30.00.812,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.813,NA01,ENVASADO EN BLOCK.
0202.30.00.813,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.814,NA01,ENVASADO EN BLOCK.
0202.30.00.814,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.815,NA01,ENVASADO EN BLOCK.
0202.30.00.815,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.816,NA01,ENVASADO EN BLOCK.
0202.30.00.816,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.817,NA01,ENVASADO EN BLOCK.
0202.30.00.817,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.818,NA01,ENVASADO EN BLOCK.
0202.30.00.818,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.819,NA01,ENVASADO EN BLOCK.
0202.30.00.819,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.821,NA01,ENVASADO EN BLOCK.
0202.30.00.821,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.822,NA01,ENVASADO EN BLOCK.
0202.30.00.822,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.823,NA01,ENVASADO EN BLOCK.
0202.30.00.823,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.824,NA01,ENVASADO EN BLOCK.
0202.30.00.824,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.825,NA01,ENVASADO EN BLOCK.
0202.30.00.825,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.826,NA01,ENVASADO EN BLOCK.
0202.30.00.826,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.827,NA01,ENVASADO EN BLOCK.
0202.30.00.827,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.828,NA01,ENVASADO EN BLOCK.
0202.30.00.828,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.831,NA01,ENVASADO EN BLOCK.
0202.30.00.831,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.832,NA01,ENVASADO EN BLOCK.
0202.30.00.832,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.833,NA01,ENVASADO EN BLOCK.
0202.30.00.833,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.834,NA01,ENVASADO EN BLOCK.
0202.30.00.834,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.835,NA01,ENVASADO EN BLOCK.
0202.30.00.835,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.836,NA01,ENVASADO EN BLOCK.
0202.30.00.836,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.837,NA01,ENVASADO EN BLOCK.
0202.30.00.837,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.841,NA01,ENVASADO EN BLOCK.
0202.30.00.841,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.842,NA01,ENVASADO EN BLOCK.
0202.30.00.842,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.843,NA01,ENVASADO EN BLOCK.
0202.30.00.843,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.844,NA01,ENVASADO EN BLOCK.
0202.30.00.844,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.845,NA01,ENVASADO EN BLOCK.
0202.30.00.845,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.846,NA01,ENVASADO EN BLOCK.
0202.30.00.846,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.847,NA01,ENVASADO EN BLOCK.
0202.30.00.847,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.851,NA01,ENVASADO EN BLOCK.
0202.30.00.851,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.852,NA01,ENVASADO EN BLOCK.
0202.30.00.852,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.853,NA01,ENVASADO EN BLOCK.
0202.30.00.853,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.854,NA01,ENVASADO EN BLOCK.
0202.30.00.854,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.855,NA01,ENVASADO EN BLOCK.
0202.30.00.855,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.856,NA01,ENVASADO EN BLOCK.
0202.30.00.856,NA02,ENVASADO EN FORMA INDIVIDUAL.
0202.30.00.861,NA01,ENVASADO AL VACIO.
0202.30.00.862,NA01,ENVASADO AL VACIO.
0202.30.00.869,NA01,ENVASADO AL VACIO.
0202.30.00.870,NA01,ENVASADO AL VACIO.
0202.30.00.891,NA01,ENVASADO AL VACIO.
0202.30.00.892,NA01,ENVASADO AL VACIO.
0202.30.00.893,NA01,ENVASADO AL VACIO.
0202.30.00.894,NA01,ENVASADO AL VACIO.
0202.30.00.895,NA01,ENVASADO AL VACIO.
0202.30.00.896,NA01,ENVASADO AL VACIO.
0202.30.00.897,NA01,ENVASADO AL VACIO.
0202.30.00.897,NA02,ENVASADO EN BLOCK.
0203.11.00.000,NA01,MEDIAS RESES.
0203.11.00.000,NB01,LECHONES.
0203.12.00.000,NA01,JAMONES.
0203.12.00.000,NA02,PALETAS.
0203.12.00.000,NB01,SIN CUERO.
0203.19.00.110,NA01,SIN CUERO.
0203.19.00.190,NA01,SIN CUERO.
0203.19.00.200,NA01,SIN CUERO.
0203.19.00.911,NA01,SIN CUERO.
0203.19.00.911,NB01,CON LOMO.
0203.19.00.912,NA01,SIN CUERO.
0203.19.00.919,NA01,SIN CUERO.
0203.19.00.991,NA01,SIN CUERO.
0203.19.00.991,NB01,CON LOMO.
0203.19.00.992,NA01,SIN CUERO.
0203.19.00.994,NA01,SIN CUERO.
0203.19.00.999,NA01,SIN CUERO.
0203.21.00.000,NA01,MEDIAS RESES.
0203.21.00.000,NB01,LECHONES.
0203.22.00.000,NA01,PIERNAS.
0203.22.00.000,NA02,PALETAS.
0203.22.00.000,NB01,SIN CUERO.
0203.29.00.110,NA01,SIN CUERO.
0203.29.00.190,NA01,SIN CUERO.
0203.29.00.200,NA01,SIN CUERO.
0203.29.00.911,NA01,SIN CUERO.
0203.29.00.911,NB01,CON LOMO.
0203.29.00.912,NA01,SIN CUERO.
0203.29.00.919,NA01,SIN CUERO.
0203.29.00.920,NA01,Hueso de Bondiola
0203.29.00.991,NA01,SIN CUERO.
0203.29.00.991,NB01,CON LOMO.
0203.29.00.992,NA01,SIN CUERO.
0203.29.00.994,NA01,SIN CUERO.
0203.29.00.999,NA01,SIN CUERO.
0204.10.00.100,NA01,CANALES.
0204.10.00.100,NB01,DE 4 kg.  Y HASTA 7 kg.
0204.10.00.100,NB02,DE MAS DE 7 kg.  Y HASTA 9 kg.
0204.10.00.900,NA01,CANALES.
0204.21.00.000,NA01,RESES.
0204.21.00.000,NB01,OVEJA.
0204.21.00.000,NB02,CAPON.
0204.22.00.100,NA01,PIERNAS.
0204.22.00.100,NA02,COSTILLAS.
0204.22.00.100,NA03,BIFE CON LOMO.
0204.22.00.100,NA04,PALETA.
0204.22.00.100,NA05,PECHITO CON VACIO.
0204.22.00.100,NB01,ENVASADO AL VACIO.
0204.22.00.100,NC01,EN BANDEJA.
0204.22.00.900,NA01,PIERNAS.
0204.22.00.900,NA02,COSTILLAS.
0204.22.00.900,NA03,BIFE CON LOMO.
0204.22.00.900,NA04,PALETA.
0204.22.00.900,NA05,PECHITO CON VACIO.
0204.22.00.900,NB01,ENVASADO AL VACIO.
0204.22.00.900,NC01,EN BANDEJA.
0204.23.00.100,NA01,PIERNA.
0204.23.00.100,NA02,BIFE.
0204.23.00.100,NA03,LOMO.
0204.23.00.100,NA04,PALETA.
0204.23.00.100,NA05,DELANTERO.
0204.23.00.100,NA06,PECHITO CON VACIO.
0204.23.00.100,NB01,EN BANDEJA.
0204.23.00.100,NC01,ENVASADO AL VACIO.
0204.23.00.900,NA01,PIERNA.
0204.23.00.900,NA02,BIFE.
0204.23.00.900,NA03,LOMO.
0204.23.00.900,NA04,PALETA.
0204.23.00.900,NA05,DELANTERO.
0204.23.00.900,NA06,PECHITO CON VACIO.
0204.23.00.900,NB01,EN BANDEJA.
0204.23.00.900,NC01,ENVASADO AL VACIO.
0204.30.00.100,NA01,CANALES.
0204.41.00.000,NA01,RESES.
0204.41.00.000,NB01,OVEJA.
0204.41.00.000,NB02,CAPON.
0204.42.00.100,NA01,PIERNAS.
0204.42.00.100,NA02,COSTILLAS.
0204.42.00.100,NA03,BIFE CON LOMO.
0204.42.00.100,NA04,PALETA.
0204.42.00.100,NA05,PECHITO CON VACIO.
0204.42.00.100,NB01,ENVASADO AL VACIO.
0204.42.00.100,NC01,EN BANDEJA.
0204.42.00.900,NA01,PIERNAS.
0204.42.00.900,NA02,COSTILLAS.
0204.42.00.900,NA03,BIFE CON LOMO.
0204.42.00.900,NA04,PALETA.
0204.42.00.900,NA05,PECHITO CON VACIO.
0204.42.00.900,NB01,ENVASADO AL VACIO.
0204.42.00.900,NC01,EN BANDEJA.
0204.43.00.100,NA02,BIFE.
0204.43.00.100,NA03,LOMO.
0204.43.00.100,NA04,PALETA.
0204.43.00.100,NA05,DELANTERO.
0204.43.00.100,NA06,PECHITO CON VACIO.
0204.43.00.100,NA07,CARNE PICADA.
0204.43.00.100,NB01,EN BANDEJA.
0204.43.00.100,NC01,ENVASADO AL VACIO.
0204.43.00.900,NA01,PIERNA.
0204.43.00.900,NA02,BIFE.
0204.43.00.900,NA03,LOMO.
0204.43.00.900,NA04,PALETA.
0204.43.00.900,NA05,DELANTERO.
0204.43.00.900,NA06,PECHITO CON VACIO.
0204.43.00.900,NA07,CARNE PICADA.
0204.43.00.900,NB01,EN BANDEJA.
0204.43.00.900,NC01,ENVASADO AL VACIO.
0205.00.00.110,NA01,REFRIGERADOS
0205.00.00.110,NB01,SIN HUESO
0205.00.00.110,NC01,CABALLAR
0205.00.00.110,ND01,ENVASADO AL VACIO
0205.00.00.120,NA01,COGOTE.
0205.00.00.120,NA02,AZOTILLO.
0205.00.00.120,NA03,AGUJA.
0205.00.00.120,NA04,BIFE ANCHO.
0205.00.00.120,NA05,CARNAZA DE PALETA.
0205.00.00.120,NA06,CENTRO DE CARNAZA DE PALETA.
0205.00.00.120,NA07,MARUCHA.
0205.00.00.120,NA08,CHINGOLO.
0205.00.00.120,NA09,PECHO.
0205.00.00.120,NA10,BRAZUELO.
0205.00.00.120,NA11,ASADO.
0205.00.00.120,NA12,MATAMBRE.
0205.00.00.120,NA13,TAPA DE BIFE ANCHO.
0205.00.00.120,NA14,"EN JUEGOS DE HASTA 5 CORTES, CON O SIN TROZOS."
0205.00.00.120,NA15,"EN JUEGOS DE MAS DE 5 CORTES, CON O SIN TROZOS."
0205.00.00.120,NB01,SIN TAPA.
0205.00.00.120,NC01,REFRIGERADOS
0205.00.00.120,ND01,SIN HUESO
0205.00.00.120,NE01,CABALLAR
0205.00.00.120,NF01,ENVASADO AL VACIO
0205.00.00.190,NA01,CUARTO DELANTERO SIN CARNAZA DE PALETA.
0205.00.00.190,NA02,CUARTO DELANTERO SIN BIFE ANCHO.
0205.00.00.190,NA03,"CUARTO DELANTERO SIN PALETA, SIN PECHO Y SIN COGOTE."
0205.00.00.190,NA04,"BIFE ANCHO, AGUJA Y PALETA."
0205.00.00.190,NA05,"BIFE ANCHO, AGUJA Y COGOTE."
0205.00.00.190,NB01,REFRIGERADOS
0205.00.00.190,NC01,SIN HUESO
0205.00.00.190,ND01,CABALLAR
0205.00.00.190,NE01,ENVASADO AL VACIO
0205.00.00.210,NA01,REFRIGERADOS
0205.00.00.210,NB01,SIN HUESO
0205.00.00.210,NC01,CABALLAR
0205.00.00.210,ND01,ENVASADO AL VACIO
0205.00.00.220,NA01,REFRIGERADOS
0205.00.00.220,NB01,SIN HUESO
0205.00.00.220,NC01,CABALLAR
0205.00.00.220,ND01,ENVASADO AL VACIO
0205.00.00.230,NA01,BIFE ANGOSTO.
0205.00.00.230,NA02,LOMO.
0205.00.00.230,NA03,CUADRIL.
0205.00.00.230,NA04,PECETO.
0205.00.00.230,NA05,CARNAZA CUADRADA.
0205.00.00.230,NA06,NALGA DE AFUERA.
0205.00.00.230,NA07,NALGA DE ADENTRO.
0205.00.00.230,NA08,BOLA DE LOMO.
0205.00.00.230,NA09,VACIO.
0205.00.00.230,NA10,BIFE DE VACIO.
0205.00.00.230,NA11,TORTUGUITA.
0205.00.00.230,NA12,GARRON.
0205.00.00.230,NA13,COLITA DE CUADRIL.
0205.00.00.230,NA14,TAPA DE NALGA.
0205.00.00.230,NA15,TAPA DE CUADRIL.
0205.00.00.230,NA16,"EN JUEGOS DE HASTA 5 CORTES, CON O SIN TROZOS."
0205.00.00.230,NA17,"EN JUEGOS DE MAS DE 5 CORTES, CON O SIN TROZOS."
0205.00.00.230,NB01,SIN CORDON.
0205.00.00.230,NC01,SIN TAPA.
0205.00.00.230,ND01,REFRIGERADOS
0205.00.00.230,NE01,SIN HUESO
0205.00.00.230,NF01,CABALLAR
0205.00.00.230,NG01,ENVASADO AL VACIO
0205.00.00.290,NA01,"NALGA DE AFUERA, NALGA DE ADENTRO Y BOLA DE LOMO."
0205.00.00.290,NA02,"BIFE, CUADRIL Y LOMO."
0205.00.00.290,NA03,BIFE CON LOMO.
0205.00.00.290,NB01,REFRIGERADOS
0205.00.00.290,NC01,SIN HUESO
0205.00.00.290,ND01,CABALLAR
0205.00.00.290,NE01,ENVASADO AL VACIO
0205.00.00.910,NA01,"NALGA DE ADENTRO, BOLA DE LOMO, BIFE ANGOSTO, LOMO, CUADRIL Y CENTRO DE CARNAZA DE PALETA."
0205.00.00.910,NA02,"EN JUEGOS DE HASTA 5 CORTES, CON O SIN TROZOS."
0205.00.00.910,NA03,"EN JUEGOS DE Mï¿½S DE 5 CORTES, CON O SIN TROZOS."
0205.00.00.910,NB01,REFRIGERADOS
0205.00.00.910,NC01,SIN HUESO
0205.00.00.910,ND01,CABALLAR
0205.00.00.910,NE01,ENVASADO AL VACIO
0205.00.00.990,NA01,RES O MEDIA RES.
0205.00.00.990,NA02,CUARTOS COMPENSADOS.
0205.00.00.990,NA03,BIFE ANGOSTO Y ANCHO EN UN SOLO CORTE.
0205.00.00.990,NA04,RECORTES Y/O TROZOS.
0205.00.00.990,NB01,REFRIGERADOS.
0205.00.00.990,NC01,SIN HUESO.
0205.00.00.990,ND01,CABALLAR.
0205.00.00.990,NE01,ENVASADO AL VACï¿½O.
0206.29.90.100,NA01,RIï¿½ON.
0206.29.90.100,NA02,CORAZON.
0206.29.90.100,NA03,PULMON.
0206.29.90.100,NA04,SESOS.
0206.29.90.100,NA06,QUIJADA.
0206.29.90.100,NA07,CENTRO DE ENTRAï¿½A.
0206.29.90.100,NA08,PAJARILLA.
0206.29.90.900,NA01,CARNE DE CABEZA.
0206.29.90.900,NA02,LABIOS.
0206.29.90.900,NA03,PANCREAS.
0206.29.90.900,NA05,TENDONES.
0206.29.90.900,NA06,PENES.
0206.29.90.900,NA07,AORTAS.
0206.29.90.900,NA08,TRAGAPASTO.
0206.49.00.000,NA01,LENGUAS.
0206.49.00.000,NA02,PATAS.
0206.49.00.000,NA03,PANCREAS.
0206.49.00.000,NA04,CORAZON.
0206.90.00.110,NA01,LENGUA.
0206.90.00.110,NA02,CORAZï¿½N.
0206.90.00.110,NA03,SESOS.
0206.90.00.110,NA04,Hï¿½GADO.
0206.90.00.110,NA05,RIï¿½ï¿½N.
0206.90.00.110,NA06,MOLLEJA.
0206.90.00.110,NA07,PATAS.
0206.90.00.120,NA01,LENGUA.
0206.90.00.120,NA02,CORAZï¿½N.
0206.90.00.120,NA03,SESOS.
0206.90.00.120,NA04,Hï¿½GADO.
0206.90.00.120,NA05,RIï¿½ï¿½N.
0206.90.00.120,NA06,MOLLEJA.
0206.90.00.120,NA07,PATAS.
0206.90.00.900,NA01,CABALLAR.
0206.90.00.900,NB01,LENGUA.
0206.90.00.900,NB02,CORAZON.
0206.90.00.900,NB03,SESOS.
0206.90.00.900,NB04,PAJARILLA.
0206.90.00.900,NB05,HIGADO.
0206.90.00.900,NB06,RIï¿½ON.
0206.90.00.900,NB07,PULMON.
0206.90.00.900,NB08,QUIJADA.
0206.90.00.900,NB09,TENDONES.
0207.12.10.000,NA01,PARRILLERO.
0207.12.20.000,NA01,PARRILLERO.
0207.14.00.900,NA09,OTROS TROZOS.
0207.14.19.100,NA01,MUSLOS.
0207.14.19.100,NA02,PATA
0207.14.19.900,NA01,MUSLOS.
0207.14.19.900,NA02,PATA
0207.14.29.100,NA01,MUSLOS.
0207.14.29.100,NA02,PATA
0207.14.29.900,NA01,MUSLOS
0207.14.29.900,NA02,PATA
0207.14.34.100,NA01,GARRAS GRADO ?A? (LIBRE DE MANCHAS Y CALLOS).
0207.14.34.100,NA02,GARRAS GRADO ?B?.
0207.14.34.900,NA01,GARRAS GRADO ?A? (LIBRE DE MANCHAS Y CALLOS).
0207.14.34.900,NA02,GARRAS GRADO ?B?.
0207.27.00.100,NA01,"GARRAS GRADO ""A"" (LIBRE DE MANCHAS Y CALLOS)."
0207.27.00.100,NA02,"GARRAS GRADO ""B""."
0207.27.00.100,NA03,HIGADO.
0207.27.00.100,NA04,CORAZON.
0207.27.00.100,NA05,ALAS.
0207.27.00.100,NA06,MUSLOS.
0207.27.00.100,NA07,PECHUGA.
0207.27.00.100,NA09,OTROS TROZOS.
0207.27.00.900,NA01,"GARRAS GRADO ""A"" (LIBRE DE MANCHAS Y CALLOS)."
0207.27.00.900,NA02,"GARRAS GRADO ""B""."
0207.27.00.900,NA03,HIGADO.
0207.27.00.900,NA04,CORAZON.
0207.27.00.900,NA05,ALAS.
0207.27.00.900,NA06,MUSLOS.
0207.27.00.900,NA07,PECHUGA.
0207.27.00.900,NA09,OTROS TROZOS.
0208.10.00.211,NA01,CUARTOS DELANTEROS.
0208.10.00.211,NA02,CUARTOS TRASEROS.
0208.10.00.211,NA03,LOMOS.
0208.10.00.211,NA04,CARNE DE LOMO (FILETE).
0208.10.00.211,NA05,"COSTILLAR CON LOMO,CUARTOS DELANTEROS Y TRASEROS, EN PROPORCIONES NATURALES."
0208.10.00.211,NB01,ENVASADO AL VACIO.
0208.10.00.211,NC01,EN BANDEJAS.
0208.10.00.211,NC02,EN CAJAS DE CARTON DE CONTENIDO NETO INFERIOR O IGUAL A 1 kg.
0208.10.00.219,NA01,CON PIEL.
0208.10.00.219,NB01,CON VISCERAS.
0208.10.00.219,NC01,CON CABEZA.
0208.10.00.219,ND01,CON PATAS Y MANOS RECORTADAS.
0208.90.00.910,NA01,VIZCACHA.
0208.90.00.990,NA01,VIZCACHA.
0209.10.19.000,NA01,SALADOS.
0209.10.19.000,NA02,SECOS.
0209.10.19.000,NA03,AHUMADOS.
0209.10.29.000,NA01,SALADOS.
0209.10.29.000,NA02,SECOS.
0209.10.29.000,NA03,AHUMADOS.
0210.19.00.900,NA01,LOMO.
0210.20.00.000,NA01,SECOS.
0210.20.00.000,NA03,TASAJO.
03,CA01,ACONDICIONADO PARA LA VENTA AL POR MENOR.
03,CB01,ACONDICIONADOS CON HIELO EN ESCAMAS.
03,CB02,"ACONDICIONADOS CON BOLSAS DE GEL REFRIGERANTE (""GEL PACK"")."
03.02,PA02,ENTEROS.
03.02,PA03,SIN VISCERAS.
03.02,PA04,SIN VISCERAS Y SIN CABEZA.
03.02,PB01,SIN PIEL.
