codigo,descripcion
01.03,ANIMALES VIVOS DE LA ESPECIE PORCINA.
0103.10.00,-Reproductores de raza pura
0103.10.00.100G,"Puros por pedrigree, excepto los de quinta       generaci?n (R.2507/93 ex-ANA)"
0103.10.00.900A,Los dem?s
0103.9,-Los dem?s:
0103.91.00,--De peso inferior a 50 kg
0103.91.00.1,Puros por cruza (R. 2507/93 ex-ANA)
0103.91.00.110K,Para consumo
0103.91.00.191N,Para reproducci?n
0103.91.00.199F,Los dem?s
0103.91.00.9,Los dem?s
0103.91.00.910D,Para consumo
0103.91.00.991G,Para reproducci?n
0103.91.00.999Z,Los dem?s
0103.92.00,--De peso superior o igual a 50 kg
0103.92.00.1,Puros por cruza (R. 2507/93 ex-ANA)
0103.92.00.110X,Para consumo
0103.92.00.191A,Para reproducci?n
0103.92.00.199T,Los dem?s
0103.92.00.9,Los dem?s
0103.92.00.910Q,Para consumo
0103.92.00.991U,Para reproducci?n
0103.92.00.999L,Los dem?s
01.04,ANIMALES VIVOS DE LAS ESPECIES OVINA O CAPRINA.
0104.10,-De la especie ovina
0104.10.1,Reproductores de raza pura
0104.10.11.000M,Pre?adas o con cr?a al pie
0104.10.19.000Y,Los dem?s
0104.10.90,Los dem?s
0104.10.90.100N,Para consumo
0104.10.90.900G,Los dem?s
0104.20,-De la especie caprina
0104.20.10.000U,Reproductores de raza pura
0104.20.90,Los dem?s
0104.20.90.100C,Para consumo
0104.20.90.900W,Los dem?s
01.05,"GALLOS, GALLINAS, PATOS, GANSOS, PAVOS (GALLIPAVOS) Y PINTADAS, DE LAS ESPECIES DOMESTICAS, VIVOS."
0105.1,-De peso inferior o igual a 185 g:
0105.11,--Aves de la especie Gallus domesticus
0105.11.10,"De lineas puras o hibridas, para reproduccion"
0105.11.10.100Q,De genetica pesada
0105.11.10.200W,De genetica liviana
0105.11.10.900J,Los demas
0105.11.90.000N,Las dem?s
0105.12.00.000M,--Pavos (gallipavos)
0105.13.00.000Z,--Patos
0105.14.00.000L,--Gansos
0105.15.00.000Y,--Pintadas
0105.9,-Los dem?s:
0105.94.00.000Z,--Aves de la especie Gallus domesticus
0105.99.00.000J,--Los dem?s
01.06,LOS DEM?S ANIMALES VIVOS.
0106.1,-Mam?feros:
0106.11.00.000U,--Primates
0106.12.00.000F,"--Ballenas, delfines y marsopas (mam?feros del   orden Cet?cea); manat?es y dugones o dugongos   (mam?feros del orden Sirenia); otarios y focas,   leones marinos y morsas (mam?feros del suborden   Pinnipedia)"
0106.13.00.000T,--Camellos y dem?s camelidos (Camelidae)
0106.14.00,--Conejos y liebres
0106.14.00.100K,Conejos
0106.14.00.200Q,Liebres
0106.19.00,--Los dem?s
0106.19.00.100V,Animales de las especies principalmente       utilizadas para la alimentaci?n humana
0106.19.00.2,Pel?feros
0106.19.00.210D,Chinchillas
0106.19.00.220G,Nutrias
0106.19.00.230K,Visones
0106.19.00.240N,Zorros
0106.19.00.290E,Los dem?s
0106.19.00.3,Ratas (Rattus spp.)
0106.19.00.310J,Rata noruega (Rattus norvegicus)
0106.19.00.320M,Rata negra (Rattus rattus)
0106.19.00.390K,Los dem?s
0106.19.00.400L,Rat?n de laboratorio (Mus musculus)
0106.19.00.9,Los dem?s
0106.19.00.920V,Caninos
0106.19.00.93,Felinos
0106.19.00.931A,Felis Silvestris Catus (Gato Domestico)
0106.19.00.939T,Los demas
0106.19.00.990T,Los dem?s
0106.20.00,-Reptiles (incluidas las serpientes y tortugas de  mar)
0106.20.00.100B,Ofidios
0106.20.00.900V,Los dem?s
0106.3,-Aves:
0106.31.00.000X,--Aves de rapi?a
0106.32.00,"--Psitaciformes (incluidos los loros, guacamayos,   cacat?as y dem?s papagayos)"
0106.32.00.100P,Loros
0106.32.00.900H,Los dem?s
0106.33,--Avestruces; em?es (Dromaius novaehollandiae)
0106.33.10.000F,"Avestruces (Struthio camelus), para    reproducci?n (R.359/99 MEOYSP)"
0106.33.90.000J,Las dem?s
0106.39.00,--Las dem?s
0106.39.00.100Y,Palomas
0106.39.00.200D,Canario (Serinus canaria)
0106.39.00.900R,Las dem?s
0106.4,-Insectos:
0106.41.00,--Abejas
0106.41.00.1,Reinas
0106.41.00.110V,Raza caucasica
0106.41.00.120Y,Raza italiana
0106.41.00.190W,Las dem?s
0106.41.00.900K,Los dem?s
0106.49.00.000G,--Los dem?s
0106.90.00,-Los dem?s
0106.90.00.100A,"Rana Toro (Rana catesbeiana) (larvas,       postmetam?rficos, juveniles y adultos)"
0106.90.00.900U,Los dem?s
02.01,"CARNE DE ANIMALES DE LA ESPECIE BOVINA, FRESCA O REFRIGERADA."
0201.10.00,-En canales o medias canales
0201.10.00.1,Canales
0201.10.00.110E,Del Genero Bubalus
0201.10.00.190F,Las dem?s
0201.10.00.2,Medias canales
0201.10.00.210K,Del Genero Bubalus
0201.10.00.290L,Las dem?s
0201.20,-Los dem?s cortes (trozos) sin deshuesar
0201.20.10,Cuartos delanteros
0201.20.10.100A,Del Genero Bubalus
0201.20.10.900U,Los dem?s
0201.20.20,Cuartos traseros
0201.20.20.100K,Del Genero Bubalus
0201.20.20.900D,Los dem?s
0201.20.90,Los dem?s
0201.20.90.100D,"Medias canales incompletas, excepto del       Genero Bubalus"
0201.20.90.200J,"Cuartos delanteros incompletos, excepto del       Genero Bubalus"
0201.20.90.3,"Bife angosto, cuadril y lomo (Rump & Loin),       Pierna mocha, Rueda, excepto del Genero       Bubalus"
0201.20.90.310T,"Bife angosto, cuadril y lomo (Rump & Loin)"
0201.20.90.320W,Pierna mocha
0201.20.90.330Z,Rueda
0201.20.90.400V,"Cuarto pistola, excepto del Genero Bubalus"
0201.20.90.500A,"Asado, incluso con vac?o, excepto del Genero       Bubalus"
0201.20.90.600F,"Bifes, excepto del Genero Bubalus"
0201.20.90.7,"Ossobuco, Pecho, Espinazo, excepto del       Genero Bubalus"
0201.20.90.710P,Ossobuco
0201.20.90.720T,Pecho
0201.20.90.730W,Espinazo
0201.20.90.9,Los dem?s
0201.20.90.910A,Del Genero Bubalus
0201.20.90.990B,Los dem?s
0201.30.00,-Deshuesada
0201.30.00.400W,Del genero Bubalus
0201.30.00.8,Las demas
0201.30.00.81,"Aguja, Huachalomo, Tapa de aguja,        Sobrecostilla, Bife Ancho, Tapa de bife        ancho, Chingolo, Marucha, Matambre"
0201.30.00.811Y,Aguja
0201.30.00.812A,Huachalomo
0201.30.00.813C,Tapa de aguja
0201.30.00.814E,Sobrecostilla
0201.30.00.815G,Bife Ancho
0201.30.00.816J,Tapa de bife ancho
0201.30.00.817L,Chingolo
0201.30.00.818N,Marucha
0201.30.00.819Q,Matambre
0201.30.00.82,"Asado, tapa de asado, azotillo, brazuelo, cogote, falda, pecho, ara?ita"
0201.30.00.821B,Asado
0201.30.00.822D,Tapa de asado
0201.30.00.823F,Azotillo
0201.30.00.824H,Brazuelo
0201.30.00.825K,Cogote
0201.30.00.826M,Falda
0201.30.00.827P,Pecho
0201.30.00.828R,Ara?ita
0201.30.00.83,"Bife Angosto, Colita de Cuadril, Cuadril,        Corazon de cuadril, Tapa de cuadril, Lomo,        Peceto"
0201.30.00.831E,Bife Angosto
0201.30.00.832G,Colita de Cuadril
0201.30.00.833J,Cuadril
0201.30.00.834L,Corazon de cuadril
0201.30.00.835N,Tapa de cuadril
0201.30.00.836Q,Lomo
0201.30.00.837T,Peceto
0201.30.00.84,"Bola de Lomo, Cuadrada, Nalga de Adentro,        Tapa de nalga, Nalga de Afuera, Tortuguita,        Garron"
0201.30.00.841H,Bola de Lomo
0201.30.00.842K,Cuadrada
0201.30.00.843M,Nalga de Adentro
0201.30.00.844P,Tapa de nalga
0201.30.00.845R,Nalga de Afuera
0201.30.00.846U,Tortuguita
0201.30.00.847W,Garron
0201.30.00.85,"Carnaza de paleta, bife de paleta, centro de carnaza de paleta, vacio, bife de vacio, medialuna de vacio"
0201.30.00.851L,Carnaza de paleta
0201.30.00.852N,Bife de paleta
0201.30.00.853Q,Centro de carnaza de paleta
0201.30.00.854T,Vacio
0201.30.00.855V,Bife de vacio
0201.30.00.856X,Medialuna de vacio
0201.30.00.86,Cortes en juego
0201.30.00.861P,Pertenecientes unicamente al cuarto        delantero
0201.30.00.862R,Pertenecientes unicamente al cuarto trasero
0201.30.00.869G,Los demas
0201.30.00.870Q,"Tapa de asado, paleta, falda y matambre"
0201.30.00.89,Los demas
0201.30.00.891Z,"Cuarto delantero, incluso incompleto"
0201.30.00.892B,"Cuarto trasero, incluso incompleto"
0201.30.00.893D,Carne picada
0201.30.00.894F,"Cogote, Aguja, Carnaza de paleta y parte de        asado (Chuck and Blade)"
0201.30.00.895H,Recortes de troceo (Trimming)
02.02,"CARNE DE ANIMALES DE LA ESPECIE BOVINA, CONGELADA."
0202.10.00,-En canales o medias canales
0202.10.00.1,Canales
0202.10.00.110Y,Del Genero Bubalus
0202.10.00.190Z,Las dem?s
0202.10.00.2,Medias canales
0202.10.00.210D,Del Genero Bubalus
0202.10.00.290E,Las dem?s
0202.20,-Los dem?s cortes (trozos) sin deshuesar
0202.20.10,Cuartos delanteros
0202.20.10.100U,Del Genero Bubalus
0202.20.10.900M,Los dem?s
0202.20.20,Cuartos traseros
0202.20.20.100D,Del Genero Bubalus
0202.20.20.900X,Los dem?s
0202.20.90,Los dem?s
0202.20.90.100X,"Medias canales incompletas, excepto del       Genero Bubalus"
0202.20.90.200C,"Cuartos delanteros incompletos, excepto del       Genero Bubalus"
0202.20.90.3,"Bife angosto, cuadril y lomo (Rump & Loin),       Pierna mocha, Rueda, excepto del Genero        Bubalus"
0202.20.90.310L,"Bife angosto, cuadril y lomo (Rump & Loin)"
0202.20.90.320P,Pierna mocha
0202.20.90.330T,Rueda
0202.20.90.400N,"Cuarto Pistola, excepto del Genero Bubalus"
0202.20.90.500U,"Asado, incluso con vac?o, excepto del        Genero Bubalus"
0202.20.90.600Z,"Bifes, excepto del Genero Bubalus"
0202.20.90.7,"Ossobuco, Pecho, Espinazo, excepto del       Genero Bubalus"
0202.20.90.710H,Ossobuco
0202.20.90.720L,Pecho
0202.20.90.730P,Espinazo
0202.20.90.9,Los dem?s
0202.20.90.910U,Del Genero Bubalus
0202.20.90.920X,Los demas huesos resultantes del desposte.
0202.20.90.930A,"Corte constituido por bola de lomo, nalga de adentro, peceto, tortuguita y garron."
0202.20.90.940D,"Corte constituido por cuadril, colita de cuadril, bola de lomo, nalga de adentro, peceto, tortuguita y garron."
0202.20.90.990V,Los dem?s
0202.30.00,-Deshuesada
0202.30.00.400P,Del genero Bubalus
0202.30.00.8,Las demas
0202.30.00.81,"Aguja, Huachalomo, Tapa de aguja,        Sobrecostilla, Bife ancho, Tapa de bife        ancho, Chingolo, Marucha, Matambre"
0202.30.00.811R,Aguja
0202.30.00.812U,Huachalomo
0202.30.00.813W,Tapa de aguja
0202.30.00.814Y,Sobrecostilla
0202.30.00.815A,Bife ancho
0202.30.00.816C,Tapa de bife ancho
0202.30.00.817E,Chingolo
0202.30.00.818G,Marucha
0202.30.00.819J,Matambre
0202.30.00.82,"Asado, tapa de asado, azotillo, brazuelo, cogote, falda, pecho, ara?ita"
0202.30.00.821V,Asado
0202.30.00.822X,Tapa de asado
0202.30.00.823Z,Azotillo
0202.30.00.824B,Brazuelo
0202.30.00.825D,Cogote
0202.30.00.826F,Falda
0202.30.00.827H,Pecho
0202.30.00.828K,Ara?ita
0202.30.00.83,"Bife angosto, Colita de Cuadril, Cuadril,          Corazon de cuadril, Tapa de cuadril, Lomo,         Peceto"
0202.30.00.831Y,Bife angosto
0202.30.00.832A,Colita de Cuadril
0202.30.00.833C,Cuadril
0202.30.00.834E,Corazon de cuadril
0202.30.00.835G,Tapa de cuadril
0202.30.00.836J,Lomo
0202.30.00.837L,Peceto
0202.30.00.84,"Bola de Lomo, Cuadrada, Nalga de adentro,        Tapa de nalga, Nalga de afuera, Tortuguita,        Garron"
0202.30.00.841B,Bola de lomo
0202.30.00.842D,Cuadrada
0202.30.00.843F,Nalga de adentro
0202.30.00.844H,Tapa de Nalga
0202.30.00.845K,Nalga de afuera
0202.30.00.846M,Tortuguita
0202.30.00.847P,Garron
0202.30.00.85,"Carnaza de paleta, bife de paleta, centro de carnaza de paleta, vacio, bife de vacio, medialuna de vacio"
0202.30.00.851E,Carnaza de paleta
0202.30.00.852G,Bife de paleta
0202.30.00.853J,Centro de carnaza de paleta
0202.30.00.854L,Vacio
0202.30.00.855N,Bife de vacio
0202.30.00.856Q,Medialuna de vacio
0202.30.00.86,Cortes en juego
0202.30.00.861H,Pertenecientes unicamente al cuarto        delantero
0202.30.00.862K,Pertenecientes unicamente al cuarto trasero
0202.30.00.869A,Los demas
0202.30.00.870J,"Tapa de asado, falda y matambre"
0202.30.00.89,Los demas
0202.30.00.891T,"Cuarto delantero, incluso incompleto"
0202.30.00.892V,"Cuarto trasero, incluso incompleto"
0202.30.00.893X,Carne picada
0202.30.00.894Z,Recortes de troceo (trimming)
0202.30.00.895B,"Cogote, aguja, carnaza de paleta y parte de        asado (Chuck and Blade)"
0202.30.00.896D,|       Nalga de afuera con tortuguita
0202.30.00.897F,Intercostal
02.03,"CARNE DE ANIMALES DE LA ESPECIE PORCINA, FRESCA, REFRIGERADA O CONGELADA."
0203.1,-Fresca o refrigerada:
0203.11.00.000V,--En canales o medias canales
0203.12.00.000G,"--Piernas, paletas, y sus trozos, sin deshuesar"
0203.19.00,--Las dem?s
0203.19.00.1,Piernas y sus trozos
0203.19.00.110Z,Piernas
0203.19.00.190A,Los dem?s
0203.19.00.200B,Paletas y sus trozos
0203.19.00.9,Los dem?s
0203.19.00.91,Sin deshuesar
0203.19.00.911V,Carre
0203.19.00.912X,Pechito
0203.19.00.919M,Los dem?s
0203.19.00.99,Los dem?s
0203.19.00.991W,Carre
0203.19.00.992Y,Panceta
0203.19.00.993A,Lomo (solomillo)
0203.19.00.994C,Bondiola
0203.19.00.995E,Recortes de troceo (Trimming)
0203.19.00.999N,Los dem?s
0203.2,-Congelada:
0203.21.00.000J,--En canales o medias canales
0203.22.00.000W,"--Piernas, paletas, y sus trozos, sin deshuesar"
0203.29.00,--Las dem?s
0203.29.00.1,Piernas y sus trozos
0203.29.00.110N,Piernas
0203.29.00.190P,Los dem?s
0203.29.00.200Q,Paletas y sus trozos
0203.29.00.9,Los dem?s
0203.29.00.91,Sin deshuesar
0203.29.00.911J,Carre
0203.29.00.912L,Pechito
0203.29.00.919B,Los dem?s
0203.29.00.920K,Huesos resultantes del desposte.
0203.29.00.99,Los dem?s
0203.29.00.991K,Carre
0203.29.00.992M,Panceta
0203.29.00.993P,Lomo (solomillo)
0203.29.00.994R,Bondiola
0203.29.00.995U,Recortes de troceo (Trimming)
0203.29.00.999C,Los dem?s
02.04,"CARNE DE ANIMALES DE LAS ESPECIES OVINA O CAPRINA, FRESCA, REFRIGERADA O CONGELADA."
0204.10.00,"-Canales o medias canales de cordero, frescas o  refrigeradas"
0204.10.00.100G,En envases inmediatos de contenido neto       inferior o igual a 14 kg (R.257/00 ME)
0204.10.00.900A,Las dem?s
0204.2,"-Las dem?s carnes de animales de la especie  ovina, frescas o refrigeradas:"
0204.21.00.000C,--En canales o medias canales
0204.22.00,--Los dem?s cortes (trozos) sin deshuesar
0204.22.00.100V,En envases inmediatos de contenido neto       inferior o igual a 5 kg (R.257/00 ME)
0204.22.00.900N,Los dem?s
0204.23.00,--Deshuesadas
0204.23.00.100G,En envases inmediatos de contenido neto       inferior o igual a 5 kg (R.257/00 ME)
0204.23.00.900A,Las dem?s
0204.30.00,"-Canales o medias canales de cordero, congeladas"
0204.30.00.100K,En envases inmediatos de contenido neto       inferior o igual a 14 kg (R.257/00 ME)
0204.30.00.900D,Las dem?s
0204.4,"-Las dem?s carnes de animales de la especie  ovina, congeladas:"
0204.41.00.000F,--En canales o medias canales
0204.42.00,--Los dem?s cortes (trozos) sin deshuesar
0204.42.00.100Y,En envases inmediatos de contenido neto       inferior o igual a 5 kg (R.257/00 ME)
0204.42.00.900R,Los dem?s
0204.43.00,--Deshuesadas
0204.43.00.100K,En envases inmediatos de contenido neto       inferior o igual a 5 kg (R.420/99 MEYOSP)
0204.43.00.900D,Las dem?s
0204.50.00.000H,-Carne de animales de la especie caprina
0205.00.00,"CARNE DE ANIMALES DE LAS ESPECIES CABALLAR, ASNAL O MULAR, FRESCA, REFRIGERADA O CONGELADA."
0205.00.00.1,Cuartos delanteros y sus cortes
0205.00.00.110P,Cuartos completos
0205.00.00.120T,Cortes individuales
0205.00.00.190Q,Los dem?s
0205.00.00.2,Cuartos traseros y sus cortes
0205.00.00.210V,Cuartos completos
0205.00.00.220Y,Corte pistola
0205.00.00.230B,Cortes individuales
0205.00.00.290W,Los dem?s
0205.00.00.9,Los dem?s
0205.00.00.910H,Cortes combinados individuales de ambos        cuartos
0205.00.00.990J,Los dem?s
02.06,"DESPOJOS COMESTIBLES DE ANIMALES DE LAS ESPECIES BOVINA, PORCINA, OVINA, CAPRINA, CABALLAR, ASNAL O MULAR, FRESCOS, REFRIGERADOS O CONGELADOS."
0206.10.00,"-De la especie bovina, frescos o refrigerados"
0206.10.00.100U,"Sesos, quijadas, pulm?n, coraz?n, ri?ones,       centro de entra?a, medula y pajarilla       (Dto 499/98, RG 159/98 AFIP)"
0206.10.00.200Z,Molleja de coraz?n y molleja de cogote       (Dto. 499/98; RG 159/98 AFIP)
0206.10.00.9,Los dem?s
0206.10.00.910Q,Entra?a fina
0206.10.00.990R,Los dem?s
0206.2,"-De la especie bovina, congelados:"
0206.21.00,--Lenguas
0206.21.00.100V,Sin epitelio (Dto. 499/98; RG 159/98 AFIP)
0206.21.00.900N,Las dem?s
0206.22.00.000B,--H?gados
0206.29,--Los dem?s
0206.29.10.000V,Colas (rabos)
0206.29.90,Los dem?s
0206.29.90.100D,"Sesos, quijadas, pulm?n, coraz?n, ri?ones,       centro de entra?a, medula, pajarilla       (Dto. 499/98; RG 159/98 AFIP)"
0206.29.90.200J,Molleja de coraz?n y molleja de cogote       (Dto. 499/98; RG 159/98 AFIP)
0206.29.90.300P,Entra?a fina
0206.29.90.900X,Los dem?s
0206.30.00.000R,"-De la especie porcina, frescos o refrigerados"
0206.4,"-De la especie porcina, congelados:"
0206.41.00.000T,--H?gados
0206.49.00.000N,--Los dem?s
0206.80.00,"-Los dem?s, frescos o refrigerados"
0206.80.00.1,De las especies ovina y caprina (R.2507/93       ex-ANA)
0206.80.00.110W,De la especie ovina (R.2507/93 ex-ANA)
0206.80.00.120Z,De la especie caprina (R.2507/93 ex-ANA)
0206.80.00.900L,Los demas
0206.90.00,"-Los dem?s, congelados"
0206.90.00.1,De las especies ovina y caprina (R.2507/93       ex-ANA)
0206.90.00.110K,De la especie ovina (R.2507/93 ex-ANA)
0206.90.00.120N,De la especie caprina (R.2507/93 ex-ANA)
0206.90.00.900A,Los demas
02.07,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS."
0207.1,-De aves de la especie Gallus domesticus:
0207.11.00,"--Sin trocear, frescos o refrigerados"
0207.11.00.1,Pollos eviscerados (Res. N? 11/99 SIC y M)
0207.11.00.110C,De peso inferior o igual a 1  kg.
0207.11.00.190D,Los demas.
0207.11.00.9,Los dem?s
0207.11.00.910W,De peso inferior o igual a 1  kg.
0207.11.00.990X,Los demas.
0207.12,"--Sin trocear, congelados"
0207.12.10.000Q,Con despojos
0207.12.20.000A,Sin despojos
0207.13.00,"--Trozos y despojos, frescos o refrigerados"
0207.13.00.100Y,En envases inmediatos de contenido neto       inferior o igual a 2 kg (R.420/99 MEYOSP)
0207.13.00.900R,Los dem?s
0207.14,"--Trozos y despojos, congelados"
0207.14.1,Trozos sin deshuesar
0207.14.11,Pechugas
0207.14.11.100C,En envases inmediatos de contenido neto inferior o igual 15 kg
0207.14.11.900W,Los demas
0207.14.12,Pata con muslo
0207.14.12.100K,En envases inmediatos de contenido neto inferior o igual 15 kg
0207.14.12.900D,Los demas
0207.14.13,Alas
0207.14.13.100T,En envases inmediatos de contenido neto inferior o igual 15 kg
0207.14.13.900L,Los demas
0207.14.19,Los demas
0207.14.19.100N,En envases inmediatos de contenido neto inferior o igual 15 kg
0207.14.19.900G,Los demas
0207.14.2,Trozos deshuesados
0207.14.21,"Pechugas, patas y muslos, formando una sola pieza"
0207.14.21.100M,En envases inmediatos de contenido neto inferior o igual 15 kg
0207.14.21.900F,Los demas
0207.14.22,Pechugas
0207.14.22.100V,En envases inmediatos de contenido neto inferior o igual 15 kg
0207.14.22.900N,Los demas
0207.14.23,Patas con muslo
0207.14.23.100C,En envases inmediatos de contenido neto inferior o igual 15 kg
0207.14.23.900W,Los demas
0207.14.24,Carne mecanicamente separada
0207.14.24.100K,En envases inmediatos de contenido neto inferior o igual 15 kg
0207.14.24.900D,Los demas
0207.14.29,Los demas
0207.14.29.100Y,En envases inmediatos de contenido neto inferior o igual 15 kg
0207.14.29.900R,Los demas
0207.14.3,Despojos
0207.14.31,Higados
0207.14.31.100X,En envases inmediatos de contenido neto inferior o igual 15 kg
0207.14.31.900Q,Los demas
0207.14.32,Mollejas
0207.14.32.100E,En envases inmediatos de contenido neto inferior o igual 15 kg
0207.14.32.900Y,Los demas
0207.14.33,Corazones
0207.14.33.100M,En envases inmediatos de contenido neto inferior o igual 15 kg
0207.14.33.900F,Los demas
0207.14.34,Garras
0207.14.34.100V,En envases inmediatos de contenido neto inferior o igual 15 kg
0207.14.34.900N,Los demas
0207.14.39,Los demas
0207.14.39.100H,En envases inmediatos de contenido neto inferior o igual 15 kg
0207.14.39.900B,Los demas
0207.2,-De pavo (gallipavo):
0207.24.00.000U,"--Sin trocear, frescos o refrigerados"
0207.25.00,"--Sin trocear, congelados"
0207.25.00.100L,En envases inmediatos de contenido neto       inferior o igual a 2 kg (R.420/99 ME)
0207.25.00.900E,Las dem?s
0207.26.00,"--Trozos y despojos, frescos o refrigerados"
0207.26.00.100Y,En envases inmediatos de contenido neto       inferior o igual a 2 kg (R.420/99 MEYOSP)
0207.26.00.900R,Los dem?s
0207.27.00,"--Trozos y despojos, congelados"
0207.27.00.100K,En envases inmediatos de contenido neto       inferior o igual a 2 kg (R.420/99 MEYOSP)
0207.27.00.900D,Los dem?s
0207.4,-De pato
0207.41.00.000L,"--Sin trocear, frescos o refrigerados"
0207.42.00.000Y,"--Sin trocear, congelados"
0207.43.00.000K,"--H?gados grasos, frescos o refrigerados"
0207.44.00.000X,"--Los dem?s, frescos o refrigerados"
0207.45.00.000J,"--Los dem?s, congelados"
0207.5,-De ganso
0207.51.00.000A,"--Sin trocear, frescos o refrigerados"
0207.52.00.000M,"--Sin trocear, congelados"
0207.53.00.000Z,"--H?gados grasos, frescos o refrigerados"
0207.54.00.000L,"--Los dem?s, frescos o refrigerados"
0207.55.00.000Y,"--Los dem?s, congelados"
0207.60.00.000C,-De pintada
02.08,"LAS DEM?S CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS."
0208.10.00,-De conejo o liebre
0208.10.00.1,De conejo
0208.10.00.110J,Trozos (R.747/95 MEYOSP)
0208.10.00.190K,Los dem?s
0208.10.00.2,De liebre
0208.10.00.21,Europea (Lepus Capensis L. Europeaus)        (R.3023/93 ex-ANA)
